NumValence,MaxDegree,BERT_0,BERT_1,BERT_2,BERT_3,BERT_4
112,1,0.015359559541364254,0.4934904075712532,0.19668963115512383,0.22391742906641587,0.8759998987493136
70,1,0.08188061677295311,0.5156710806565992,0.8067488076511939,-0.5155903187612088,-0.5868600637382639
95,3,-0.23449153041543558,0.6126038077940188,0.12208983978229515,-0.05124041313872563,-0.3824282297724573
34,3,-0.13673570546917424,0.9545282233488608,0.17580628215453387,0.6324378548571166,-0.2559770976774012
63,1,0.4154003126791279,-0.07447211799309161,0.21165746369708982,0.5644219181083525,-0.899591663101377
104,1,0.4714440610349697,-0.2651056430719587,0.8490519973438604,-0.25022287192426274,-0.7261542544750852
105,2,-0.8907245339959105,0.6844139635760909,0.47304750239190074,-0.243773087118053,-0.5954116475517697
15,2,0.7040033118629265,0.7971631389102705,0.7903144608530814,0.25339374112200863,0.9388383474636057
75,4,0.431838142251759,0.0639672145155934,-0.10431586479030708,0.08868796804491264,0.7127045426428542
76,4,0.8735313886214919,-0.8177354758813995,0.586673566739609,0.6576505142164899,-0.41010583868016104
61,2,0.5815041374899692,-0.9791715803815704,0.4914855875355213,0.5964781397797021,0.2658854677931537
77,2,-0.2373684910745839,-0.3476573151198792,0.4783190680437728,0.10426197562491701,-0.1967199107954849
90,4,0.8730976677620139,-0.33419745141698964,0.014607032384361895,-0.7954245014366379,-0.9238907891893937
53,2,0.9245850812217784,0.09910950915274075,0.3657508769772535,0.6325181290874986,0.7002386404642607
34,1,-0.5043149221372529,0.764376180251165,-0.5152988699385981,-0.5160114374528821,0.9276958315126609
50,3,-0.07734509480700158,0.9427487863058708,-0.8234277117492816,-0.8599655391607801,-0.5688217084792255
53,2,0.3850741564829634,-0.09067612831534633,0.1389117606676562,0.14531067791361973,0.26295932102295017
86,4,-0.2799895736961373,-0.08114334082888863,-0.4243561534046847,-0.39243137150249807,0.5905031377814289
59,4,-0.7444356000789678,-0.5890470017701188,-0.828145480894307,-0.9339381914924483,0.7986175498564825
21,1,0.7212975629168059,-0.12721388849966053,0.14392956609977148,-0.7084444658613529,0.368352200279346
120,2,0.5996663794709705,-0.5711271028314715,-0.4512420451303618,0.009147521476032816,0.9249251483634082
105,1,0.02421340886394252,0.5073919653026315,0.6710173283587224,-0.38156572426502255,0.27746591634283924
82,2,0.6358997936486197,-0.8392766929582314,-0.22765011367463117,-0.10074101193045393,0.2884517368978061
16,4,-0.9006296338360913,0.9353768074519315,-0.23403260075047316,-0.03491474332634481,0.281551669472607
21,3,0.8003900667531716,0.16054395556577483,-0.43999752548357374,0.48466960055414665,-0.6595214152166395
73,1,-0.3915015271841513,0.2711123506593487,0.9785398021508314,0.7562438625417018,-0.5796876975872722
21,3,0.69232975000809,0.6072092844974935,-0.9766531392499394,-0.9983552003938658,0.9549778526131161
68,3,0.26496982606828534,0.17246463824619518,0.26948530969926354,-0.052657553601153095,-0.382271836649146
39,1,-0.32246386409841477,-0.2702995552851628,-0.08775958249289606,0.3534656264195628,-0.6347789455793855
29,3,-0.38885921467675755,-0.5375208363429238,0.6384362144341333,-0.29810437750659324,-0.7540869613856482
52,3,-0.04644241188914644,0.8264643970793553,-0.9840192952999838,0.2908360376218675,-0.3895451521041997
20,3,-0.6297393870598962,0.19488435409358806,0.307352984156813,0.03688094719046431,0.11032807213437246
97,2,-0.3691757694349731,0.117092119119242,-0.6272491821245001,0.041010338564898774,-0.8971308089220327
83,4,-0.09432461472290532,0.5440291607526162,0.12334927375329818,-0.18108280139001276,0.5464708732549426
120,1,0.7390219718248254,0.9762844520779517,-0.6133628374047797,-0.9281777374730369,0.06276708657599284
115,3,0.6599251582903969,0.39599873397606444,0.7717121895670391,0.1748979976166749,0.6506642079532552
67,2,0.13366558136286466,-0.8438419323431212,0.46371608574007306,0.2794278624958233,0.10410318756937542
52,1,-0.395235467593837,-0.0016691835210889128,-0.7013086986822559,-0.7339468022161695,-0.010712782002899601
73,3,-0.24856912369137985,-0.09098973549364064,-0.7319770929913489,-0.5677580498011863,-0.520957837760792
35,2,0.7230229571573892,0.6665171327423929,0.7094520903058479,-0.7534188176494447,0.6213987602507369
39,2,0.5469928906668944,0.1289446618578194,0.4711675841497234,-0.47061183468813583,0.3129671417090367
119,3,-0.03612085073702298,0.6474190149748302,0.49150094357899743,-0.8763518067176257,-0.6643454938944207
50,4,-0.16771092052300096,0.08539470946748873,-0.20655308940118666,0.9488358581044676,0.7428473732157017
69,2,-0.3791034213843232,-0.37375724031499047,0.14908622431056973,-0.44980086830452604,-0.5908752981698042
104,3,0.5818039421287533,0.0712853738982191,-0.7334274768172309,-0.7235508942397386,0.16232196159885603
100,4,-0.3835960703666219,0.5423414310927712,-0.7449848919091862,-0.6613666771973377,-0.5960103899888753
25,2,-0.7587745032313402,-0.3076718522374273,-0.8216800003913571,-0.6252863557120327,0.09459948260335094
104,1,0.7731231895725352,0.7040679780113759,0.5351782766749367,0.8794550213131751,0.13514861258862276
94,3,0.2815907485576734,0.8940023608751404,-0.6592433989937854,0.10046145751443203,-0.515102955198931
